datacenter_id,server_generation,server_id,action,server_type,release_time,purchase_price,slots_size,energy_consumption,capacity,life_expectancy,cost_of_moving,average_maintenance_fee,cost_of_energy,latency_sensitivity,slots_capacity,selling_price,lifespan,moved,cost
DC2,CPU.S3,bf45dbfe-ddcd-4242-b0a0-16fb47d3f50a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,f441f087-b12e-4aae-8bf4-d4767054459d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,2de0370b-06b8-4455-992b-e3756373756d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,90b9269f-fd9e-41cd-bbfd-5d82361d12a2,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,6e27ebb0-fa66-4674-b43c-ce6746575846,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,05ab3e92-3128-40dc-97b0-74dcfbd2ffb0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,dae9d80d-ff50-4b9f-b671-48670c7eb093,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,6dd74c06-a187-483a-a892-a06bdaaf1029,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,f88ed1d9-dfc1-4486-8e8a-4d5ab3e6705a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,0f8edb5c-feb0-4f4b-ba9b-3ef03bc7a707,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,e543ede8-3f30-4b2f-935b-9bd3e1b91035,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,ca21eb6b-9ebb-4a3a-b9e2-90ffcce84407,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,91866ad0-e0cc-4155-b690-232f4abd5aa3,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,e733ec4c-2b39-4f2a-9a39-8d5ffe84f449,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,659f110d-6575-4310-9ed8-4ae22b1ba981,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,b281c0ed-117b-4e7a-8681-98b0128aa4cf,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,07548a4e-2dfd-44c4-8c72-d329f5747451,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,26fc6091-6126-47d6-8004-a486fc607af6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,28a112dd-686b-40da-969b-0a5c7df429b7,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,807c5d82-bc41-48b8-be2e-8a3d1cb5152e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,7cda9b69-fff4-4860-8b20-0bc29097a775,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,8eb9ade8-90e6-423d-b6f7-9e3eb3788deb,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,e0af4c6c-9fb6-4a26-a3cb-bb2a8cd2d135,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,6584e899-0d51-40bf-9421-fdcd0246cb1d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,8974d519-fe48-44e1-ad84-94dd6b9853e3,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,34573eea-82be-4637-a696-6521e8e0a44d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,17eb20e7-2b13-4398-a768-4e58b8ac5aca,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,068b9d17-a864-4e91-b4f8-ef4fcb764b38,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,2a3499f5-d621-499c-bd9a-2adf8fa296fc,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,e5076fd9-7199-4327-a4f7-ee9fae8663ca,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,b1e983b0-63f1-468e-80a6-00557c548745,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,149b17cb-4352-4283-99fe-79eb7196d4a6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC2,CPU.S3,ea4cb5a5-2e9b-4c68-ba98-199337f6ce7a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.35,medium,15300,16.5,76.0,0,765.4052208303467
DC3,CPU.S3,f93de955-4119-426d-8322-a79eb2f8a559,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,2866eede-9c5c-4a81-9a90-39b1692fd69c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,1af8c94b-7b57-4ff1-a83c-4b72ad789496,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,9b1c0fb6-40ea-47f9-a42a-f344739ffea8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,c7d65299-92a0-451a-8bb3-b06b3bce8255,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,b2a5aee6-39c2-4c33-baff-ec1afc1903ac,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,8bc37a49-c0d7-41dd-b1f2-89d3b8860fc9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,0a486118-7082-48dd-b193-f3e4d2c2ebd9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,cc6d1bfe-7d3b-49dc-a23b-18dade5dc255,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,5192f39b-87d2-496b-bd4d-f9ab911b4131,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,5ec91b71-8257-47ee-a99f-59e88cfc78b9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,8022e4ab-5cd6-4daf-add3-1c45f4ffc8a7,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,934c1606-6b23-4c97-8a5a-2ad6d0235433,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,b5af7aa0-789e-498c-8533-2782a9ab8d9f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,4044586f-83c9-4784-ae38-21fe24b2f6d1,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,73d8f06f-c262-4fee-b1fe-52a0e6216d50,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,09a70ff1-9d37-42da-a406-341463c524ad,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,d0e31c4b-d911-4006-8f2a-5abf9b112634,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,231e7472-960d-4b5e-af06-89e92a102665,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC3,CPU.S3,964ece4b-ea25-4752-8dd8-161538026193,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.65,high,7020,27.5,76.0,0,1005.4052208303467
DC4,CPU.S3,1e63a1b1-e674-4e4a-b5d4-aaf333886ec6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,be090e15-ebac-4ec7-b394-bfeb8ba16487,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,b180abca-87de-463d-be0a-608d85ccfdff,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,c064ae1d-2f33-4a55-b923-b1ece71251ec,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,d62284cf-7cd3-4e4b-b47e-1d2e2da9ac1e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,b97aac3a-67a0-4b6c-9e7e-fd1733974905,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,9f26a7d4-f36e-4094-9942-e75ec62b5615,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,b7705749-295d-4b23-99ab-9dcd63be3021,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,9e27c8da-d104-4060-9a0c-cc4c628b2e23,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,29cd745a-8f78-4a36-823e-e638a4ae3c38,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,72ebc150-dfaf-4228-a5dd-df08dc078c8e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,92ee1f85-4711-475d-b609-435223b33563,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,3ad1766a-868c-47c3-bac8-b38f0000c4c9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,12e0886c-e81b-4d74-ae2d-d12d113a56a9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,2eaf4522-5a64-47e2-a533-0964b912e637,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,990d6b2c-764d-4574-9b7f-8ceb573c2a19,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,b756740d-2bf1-4a19-8665-755b91cd9bfd,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,a9f9bd3c-c3c1-41fb-8549-77c015b459c5,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,ca8da67f-619f-45ad-9d6f-6eda27ae7659,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC4,CPU.S3,0bb8bd17-fb6b-483b-9398-62fb6699a7cd,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.75,high,8280,27.5,76.0,0,1085.4052208303467
DC1,GPU.S2,930c72ec-482f-428d-af45-a1e876c944c6,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.25,low,25245,1600.0,76.0,0,4238.445520367425
DC1,GPU.S2,bd4708d5-600c-4ffe-b021-a4a4087a2b2e,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.25,low,25245,1600.0,76.0,0,4238.445520367425
DC1,GPU.S2,2f382b2a-75ad-4f76-87b2-09e410e7fd90,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.25,low,25245,1600.0,76.0,0,4238.445520367425
DC2,GPU.S2,65d2cd9e-7018-4ac6-975e-b5c9e360c937,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.35,medium,15300,1800.0,76.0,0,4538.445520367425
DC2,GPU.S2,bde8031c-02be-4496-a65c-2605e6bfac90,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.35,medium,15300,1800.0,76.0,0,4538.445520367425
DC2,GPU.S2,31a032a2-683f-4b71-beb8-05e196cbc7bb,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.35,medium,15300,1800.0,76.0,0,4538.445520367425
DC3,GPU.S2,b4cda5f8-0927-437d-92d4-e6e0735ff9ba,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.65,high,7020,2000.0,76.0,0,5438.445520367425
DC3,GPU.S2,b7410a56-716d-4b18-9f5c-4516604156c2,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.65,high,7020,2000.0,76.0,0,5438.445520367425
DC3,GPU.S2,8fdb3c9e-8034-4f50-8058-c36a610df311,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.65,high,7020,2000.0,76.0,0,5438.445520367425
DC4,GPU.S2,1a60e20f-9cb4-45d3-a9f5-696050c2235b,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.75,high,8280,2000.0,76.0,0,5738.445520367425
DC4,GPU.S2,98449d5e-7880-4c60-9dfc-5a6b7baf827c,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.75,high,8280,2000.0,76.0,0,5738.445520367425
DC4,GPU.S2,d6583407-59ab-4296-898a-486b5a7bcab5,hold,GPU,"[49,120]",140000,4,3000,8,96,1000,2695,0.75,high,8280,2000.0,76.0,0,5738.445520367425
DC1,CPU.S3,d31d981e-65e9-4d95-8557-4975b04f2206,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,2f2be5e0-736c-4667-8816-44df47aec85a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,ffe01290-d5a3-4f4b-acc7-10724b641756,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,a9727ef6-82e0-468c-b2f7-8fab60a19325,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,7241954b-8cf9-4fa6-8c2b-b2f2f547f038,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,cc4d7c47-1a9c-4654-a6d8-165a9273c35f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,9cee53ae-ba76-4ae0-b85f-aaa1bcf5c02f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,b9a70108-0a67-4d99-9611-efbb1b81ffd2,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,0854a257-dc02-4a4f-a30f-c352d241e1bb,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,fe942dd6-b5e9-45da-8ffc-2d604e4c648b,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,f228f4b7-77a5-4411-87c6-f809e687340d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,83b4076e-0388-4252-86fa-e37dc285c778,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,1e60caf7-af93-4986-a058-75f04d00b0dc,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,e282f387-9169-4662-bb96-da6f77f9fe88,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,1b53f5f0-3854-4d54-ae88-61be0cefc958,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,956adc1b-c027-46ea-92bd-ae34bf73bc1c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,bcedf353-ed07-454c-bde3-a85dbaf1f38f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,4d8c99a5-f9bc-471d-8018-e38b54242a47,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,b6b2a192-100e-46f3-8961-39ea08b31fd8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,09306469-10df-41a0-ac0e-5e396d573b93,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,bd2a29eb-ac86-45b0-aefe-47bca974a265,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,702f3762-43e3-46f0-ac03-ec99843803ea,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,4a6b73a2-758a-4440-9bd9-4ea2bdcc9985,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,a704a31a-d49b-4062-b88b-fa45964c2a42,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,fe33879f-7d0c-4691-82c1-7fa9a556516c,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,9dd0628f-4094-47eb-9ba6-770d3c21b7a8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,1d81c00e-a155-476b-8579-ac47ca6b9979,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,2a4efeba-13e4-4833-bbef-3ed29f050375,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,6ff1113d-990a-4779-acd5-79b5836a9f8d,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,7383cbe4-1feb-437c-8c7d-c815a8804b78,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,22cda7cf-b8dd-4b71-8134-348d460c3734,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,952cf0ed-2ff6-4ee9-9a05-6f9539978656,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,bbac0a75-50ef-4753-9983-447a5b349cb9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,3f68631e-916a-464d-a13b-0dbcd55d11ab,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,4f8b2639-5471-4d2c-8935-98313c70d7a1,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,abe80890-25f3-43f9-a238-2a0338f350bd,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,0cc0060c-795e-4736-96f0-000d42a24aa8,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,7d82e169-ac1f-42ff-bbfe-a1f60671deb0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,cb224e3a-a42c-4aa8-9f2b-b8b1062da75f,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,0de412de-9f4b-4315-bf62-81de3668b238,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,c100ea84-e7b4-4ea6-8fa6-43a2d4eee1fa,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,453c3b65-eb15-49f5-9328-996fead03ac6,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,df052688-f6b3-478a-b7ff-4d0eebae8a52,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,d63cfa32-edef-45a7-a16e-de8e44d012a0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,58eea34a-9283-41bd-b46e-4e394e3e82ab,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,0dd37f7f-37c3-4726-8ffc-79c6892cf3fa,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,50c3ee2b-1555-4503-a7ad-490267ffd2f0,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,8a8cd595-b049-4966-821c-a490502dabc9,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,ad77416c-9411-4a22-88a0-4a00929151dc,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,b53d4ab0-a3f1-40aa-9e02-aadac6a7488e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,76a18621-8c32-4e1d-95f0-3e49fd025433,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,31a2a25e-81bc-4487-bf28-10770207fb63,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,f10f69ab-3f33-4fb6-b9fe-d3306499134a,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,c6ba360c-2216-4ef1-bf42-7ac94af4442e,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,9e28b6d7-476b-41f3-b123-1ac0dad3a298,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,9d8e14ae-cd1c-435c-9321-54f33f7ed901,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,eebfacdd-7121-4715-a8c0-6e1ea2149738,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,66561c1c-cbc0-4c79-8039-e25fa1653bfd,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
DC1,CPU.S3,bbb3fc23-c713-4153-ad15-8c8f160bd460,hold,CPU,"[73,132]",19500,2,800,120,96,1000,375,0.25,low,25245,11.0,75.0,0,675.5550885968227
